TAP POT,2.7666666666666666,7.833333333333333
TAKE PLANT,7.833333333333333,11.133333333333333
LOOSEN ROOT,19.9,22.166666666666668
PUT SOIL,30.8,31.866666666666667
PUT SOIL,34.96666666666667,35.7
PUT SOIL,38.333333333333336,39.166666666666664
PLACE PLANT,39.166666666666664,40.03333333333333
PLACE PLANT,27.633333333333333,28.533333333333335
ADD TOP,44.53333333333333,49.06666666666667
PUT SOIL,51.7,52.9
PUT SOIL,54.03333333333333,54.53333333333333
ADD TOP,59.9,63.03333333333333
ADD TOP,74.36666666666666,80.6
