FILL WATER,0.03333333333333333,7.733333333333333
FILL WATER,12.233333333333333,13.733333333333333
ADD COFFEE,27.433333333333334,37.3
EVEN SURFACE,37.3,39.0
ADD COFFEE,43.06666666666667,45.0
EVEN SURFACE,45.0,47.13333333333333
ADD COFFEE,49.06666666666667,51.0
EVEN SURFACE,54.233333333333334,57.233333333333334
PUT FILTER,58.06666666666667,59.56666666666667
SCREW TOP,64.73333333333333,70.06666666666666
SEE COFFEE,287.3,292.23333333333335
WITHDRAW STOVE,316.03333333333336,318.3666666666667
POUR COFEE,361.8666666666667,369.1666666666667
