COVER HOLE,10.541666666666666,12.708333333333334
PUT SOIL,29.083333333333332,44.5
TAP POT,54.25,57.916666666666664
TAKE PLANT,59.875,64.04166666666667
LOOSEN ROOT,68.91666666666667,86.25
PLACE PLANT,92.625,96.04166666666667
ADD TOP,133.16666666666666,153.91666666666666
PUT SOIL,101.66666666666667,116.54166666666667
PLACE PLANT,118.75,121.91666666666667
ADD TOP,161.75,164.91666666666666
ADD TOP,176.41666666666666,178.83333333333334
ADD TOP,181.79166666666666,184.70833333333334
ADD TOP,192.75,196.20833333333334
ADD TOP,206.70833333333334,209.625
WATER PLANT,387.0,403.6666666666667
ADD TOP,409.8333333333333,416.75
