TAP POT,2.5,9.933333333333334
TAP POT,12.766666666666667,14.533333333333333
TAKE PLANT,14.533333333333333,19.3
PLACE PLANT,144.63333333333333,146.93333333333334
PUT SOIL,42.5,47.1
PUT SOIL,50.63333333333333,57.36666666666667
PUT SOIL,64.43333333333334,69.4
PUT SOIL,110.3,128.53333333333333
TAKE PLANT,141.8,144.43333333333334
ADD TOP,159.3,166.56666666666666
ADD TOP,169.93333333333334,174.7
ADD TOP,183.2,184.63333333333333
ADD TOP,192.76666666666668,194.16666666666666
ADD TOP,200.03333333333333,202.13333333333333
ADD TOP,212.06666666666666,213.3
ADD TOP,219.13333333333333,220.73333333333332
ADD TOP,229.06666666666666,233.83333333333334
ADD TOP,239.13333333333333,240.9
ADD TOP,243.4,248.16666666666666
ADD TOP,268.53333333333336,271.0
ADD TOP,274.53333333333336,276.3
ADD TOP,284.96666666666664,286.93333333333334
ADD TOP,298.96666666666664,300.73333333333335
