CHECK RESPONSE,7.4,10.5
CALL EMERGENCY,20.433333333333334,27.533333333333335
CHECK BREATHING,40.333333333333336,41.93333333333333
CHECK BREATHING,51.4,54.666666666666664
CHECK BREATHING,55.233333333333334,61.43333333333333
GIVE BREATH,64.43333333333334,70.16666666666667
GIVE BREATH,95.93333333333334,104.06666666666666
GIVE COMPRESSION,133.56666666666666,138.13333333333333
GIVE BREATH,138.93333333333334,143.96666666666667
GIVE COMPRESSION,145.13333333333333,149.96666666666667
OPEN AIRWAY,38.06666666666667,40.333333333333336
OPEN AIRWAY,42.13333333333333,44.5
