POUR COFEE,162.20833333333334,171.95833333333334
FILL WATER,1.2083333333333333,7.291666666666667
PUT FILTER,13.958333333333334,15.583333333333334
ADD COFFEE,24.541666666666668,27.125
ADD COFFEE,29.833333333333332,30.708333333333332
ADD COFFEE,34.791666666666664,38.708333333333336
EVEN SURFACE,38.708333333333336,40.875
ADD COFFEE,42.791666666666664,44.291666666666664
EVEN SURFACE,44.291666666666664,46.791666666666664
ADD COFFEE,48.666666666666664,49.75
EVEN SURFACE,49.666666666666664,51.958333333333336
SCREW TOP,55.625,61.208333333333336
WITHDRAW STOVE,118.16666666666667,120.04166666666667
POUR COFEE,120.04166666666667,123.91666666666667
WITHDRAW STOVE,160.0,162.20833333333334
