OPEN AIRWAY,111.08333333333333,121.79166666666667
CHECK RESPONSE,22.5,26.291666666666668
CHECK RESPONSE,69.91666666666667,69.91666666666667
CHECK BREATHING,50.25,65.75
CHECK PULSE,80.625,98.125
GIVE BREATH,111.20833333333333,121.91666666666667
GIVE BREATH,149.33333333333334,157.625
GIVE COMPRESSION,184.875,188.33333333333334
GIVE COMPRESSION,192.29166666666666,207.83333333333334
GIVE COMPRESSION,220.875,237.58333333333334
GIVE COMPRESSION,252.91666666666666,269.625
GIVE BREATH,269.625,277.2083333333333
